label           	timestamp          	 side	        slope	    slope.var	    intercept	intercept.var	           x0	       x0.var	 NP	           r2	       sumres	        nfHFD	       maxHFD
ejemplo         	2007-09-24T22:58:39	 left	-3.049303e-02	+7.604928e-04	+4.563033e+00	+6.578567e+01	+1.496418e+02	+8.906530e+04	 11	-6.103614e+00	+1.882220e+03	+6.567190e+00	+1.998141e+01
ejemplo         	2007-09-24T22:58:39	right	+2.905687e-02	+1.209035e-03	+1.074112e+00	+2.453786e+02	-3.696584e+01	+2.925857e+05	 10	-1.024349e+01	+1.994909e+03	+6.567190e+00	+1.998141e+01
ejemplo         	2007-09-25T22:10:38	 left	-1.514440e-02	+2.498215e-04	+5.732058e-01	+2.575726e+01	+3.784936e+01	+1.138645e+05	  9	-6.495216e+00	+2.623126e+02	+3.010986e+00	+8.176095e+00
ejemplo         	2007-09-25T22:10:38	right	+1.724258e-02	+2.298312e-04	+1.148062e+00	+4.020958e+01	-6.658294e+01	+1.386733e+05	 12	-6.683860e+00	+8.216465e+02	+3.010986e+00	+8.176095e+00
ejemplo         	2007-09-26T19:22:18	 left	-2.828196e-02	+1.923858e-03	+5.059989e-01	+2.089233e+02	+1.789123e+01	+2.619668e+05	  7	-1.089636e+01	+6.733504e+02	+5.301950e+00	+1.321305e+01
ejemplo         	2007-09-26T19:22:18	right	+3.327885e-02	+7.181442e-04	+3.100180e+00	+9.085433e+01	-9.315766e+01	+8.766432e+04	 12	-5.473976e+00	+2.567365e+03	+5.301950e+00	+1.321305e+01
ejemplo         	2007-09-26T19:33:34	 left	-2.868101e-02	+7.377631e-06	+7.748988e+01	+1.489131e+00	+2.701784e+03	+6.727831e+04	  7	+9.552284e-01	+2.582171e+00	+8.576163e+01	+9.440171e+01
ejemplo         	2007-09-26T19:33:34	right	+2.524384e-01	+1.378886e-03	+5.644655e+01	+1.546567e+02	-2.236052e+02	+3.508819e+03	 12	+8.216420e-01	+4.929517e+03	+8.576163e+01	+9.440171e+01
ejemplo         	2007-09-26T19:56:39	 left	-3.713236e-02	+1.677113e-05	+7.370832e+01	+2.714032e+00	+1.985016e+03	+4.989592e+04	  9	+9.190043e-01	+1.760968e+01	+7.828957e+01	+9.195824e+01
ejemplo         	2007-09-26T19:56:39	right	+5.817745e-02	+7.603506e-05	+6.835779e+01	+6.262324e+00	-1.174988e+03	+3.286519e+04	  7	+8.908429e-01	+2.661227e+01	+7.828957e+01	+9.195824e+01
ejemplo         	2007-09-26T20:39:22	 left	-2.869787e-02	+1.033253e-03	-1.005929e+00	+1.784342e+02	-3.505240e+01	+2.182015e+05	  9	-7.708178e+00	+1.084916e+03	+5.653687e+00	+1.626791e+01
ejemplo         	2007-09-26T20:39:22	right	+3.192409e-02	+9.317762e-04	+5.423004e+00	+8.388316e+01	-1.698718e+02	+1.086898e+05	 11	-7.164839e+00	+2.306146e+03	+5.653687e+00	+1.626791e+01
ejemplo         	2007-09-26T21:53:53	 left	-2.829531e-02	+1.428883e-03	+2.301766e+00	+1.268134e+02	+8.134795e+01	+1.702033e+05	  8	-9.363176e+00	+9.001962e+02	+7.133793e+00	+1.584309e+01
ejemplo         	2007-09-26T21:53:53	right	+2.469907e-02	+7.762657e-04	+3.936880e+00	+1.144992e+02	-1.593939e+02	+2.200191e+05	 11	-9.673232e+00	+1.921258e+03	+7.133793e+00	+1.584309e+01
ejemplo         	2007-10-05T20:38:23	 left	-1.579628e-02	+2.499012e-07	+5.404222e+00	+1.416107e-02	+3.421198e+02	+1.739762e+02	 15	+9.871476e-01	+2.274101e+00	+2.470459e+00	+7.758779e+00
ejemplo         	2007-10-05T20:38:23	right	+1.646103e-02	+6.417723e-07	-3.421944e+00	+1.853118e-01	+2.078815e+02	+7.862468e+02	  8	+9.859883e-01	+4.043166e-01	+2.470459e+00	+7.758779e+00
ejemplo         	2007-10-05T21:01:55	 left	-1.408183e-02	+6.931560e-08	+4.937831e+00	+5.040977e-03	+3.506526e+02	+6.840128e+01	 16	+9.951301e-01	+8.248556e-01	+2.145676e+00	+6.468811e+00
ejemplo         	2007-10-05T21:01:55	right	+1.397418e-02	+1.100222e-06	-2.777907e+00	+2.698019e-01	+1.987885e+02	+1.604275e+03	  7	+9.726012e-01	+3.850776e-01	+2.145676e+00	+6.468811e+00
ejemplo         	2007-10-09T19:18:27	 left	-1.625574e-02	+1.427856e-07	+8.905843e-01	+1.987100e-02	+5.478582e+01	+7.681980e+01	  9	+9.962318e-01	+1.499249e-01	+3.723852e+00	+1.002330e+01
ejemplo         	2007-10-09T19:18:27	right	+1.032576e-02	+2.190896e-06	+3.561446e+00	+2.546917e-01	-3.449089e+02	+4.833230e+03	 14	+8.021944e-01	+1.495286e+01	+3.723852e+00	+1.002330e+01
ejemplo         	2007-10-09T19:59:04	 left	-1.610385e-02	+1.275398e-07	+9.744902e-02	+2.629763e-02	+6.051289e+00	+1.014226e+02	 12	+9.951061e-01	+4.559546e-01	+3.416138e+00	+8.731470e+00
ejemplo         	2007-10-09T19:59:04	right	+1.244509e-02	+2.460055e-06	+2.471001e+00	+1.648852e-01	-1.985523e+02	+1.690777e+03	 11	+8.749271e-01	+6.088636e+00	+3.416138e+00	+8.731470e+00
ejemplo         	2007-10-09T20:01:27	 left	-3.100309e-02	+4.918452e-07	+7.622155e-01	+8.235095e-02	+2.458515e+01	+8.598519e+01	 12	+9.949090e-01	+1.758347e+00	+4.877293e+00	+1.769751e+01
ejemplo         	2007-10-09T20:01:27	right	+2.869557e-02	+3.612167e-06	+2.822436e+00	+3.233467e-01	-9.835790e+01	+4.351180e+02	 11	+9.620192e-01	+8.940112e+00	+4.877293e+00	+1.769751e+01
ejemplo         	2007-10-10T20:58:47	 left	-2.741983e-02	+1.717586e-06	+1.657021e+00	+2.605045e-01	+6.043149e+01	+3.548290e+02	 10	+9.820521e-01	+2.834017e+00	+5.353768e+00	+1.427668e+01
ejemplo         	2007-10-10T20:58:47	right	+2.048147e-02	+2.934385e-06	+5.982876e+00	+1.642346e-01	-2.921117e+02	+9.883971e+02	 10	+9.470048e-01	+4.841735e+00	+5.353768e+00	+1.427668e+01
ejemplo         	2007-10-14T19:41:55	 left	-1.232531e-02	+1.002188e-06	-1.486799e-02	+2.795163e-01	-1.206297e+00	+1.839981e+03	  6	+9.742900e-01	+5.094457e-01	+2.395508e+00	+8.107065e+00
ejemplo         	2007-10-14T19:41:55	right	+1.572563e-02	+9.185758e-08	+3.906195e+00	+6.324946e-03	-2.483967e+02	+4.849522e+01	 13	+9.959307e-01	+4.597472e-01	+2.395508e+00	+8.107065e+00
ejemplo         	2007-10-14T20:04:07	 left	-1.176781e-02	+1.273297e-06	-1.537029e+00	+2.841044e-01	-1.306130e+02	+2.208431e+03	 10	+9.314823e-01	+2.100940e+00	+3.013794e+00	+6.761536e+00
ejemplo         	2007-10-14T20:04:07	right	+1.780468e-02	+7.352011e-08	+5.026564e+00	+4.824757e-03	-2.823170e+02	+3.370439e+01	 13	+9.974554e-01	+3.679682e-01	+3.013794e+00	+6.761536e+00
ejemplo         	2007-10-18T22:15:19	 left	-2.878074e-02	+1.227834e-06	-6.300386e+00	+4.383675e-01	-2.189098e+02	+6.002516e+02	 10	+9.882806e-01	+2.025926e+00	+4.931895e+00	+1.711011e+01
ejemplo         	2007-10-18T22:15:19	right	+2.861271e-02	+1.298071e-06	+1.051710e+01	+4.806109e-02	-3.675675e+02	+2.729226e+02	 13	+9.828579e-01	+6.496847e+00	+4.931895e+00	+1.711011e+01
ejemplo         	2007-10-30T21:40:59	 left	-1.481960e-02	+6.187719e-08	-1.326467e+00	+1.707817e-02	-8.950763e+01	+8.001937e+01	 11	+9.974707e-01	+1.531460e-01	+2.619917e+00	+9.931101e+00
ejemplo         	2007-10-30T21:40:59	right	+1.418692e-02	+3.865783e-07	+3.947365e+00	+1.746084e-02	-2.782398e+02	+2.354499e+02	 12	+9.811549e-01	+1.382017e+00	+2.619917e+00	+9.931101e+00
ejemplo         	2007-10-30T21:52:02	 left	-2.878453e-02	+9.011918e-07	-3.259797e+00	+2.520688e-01	-1.132482e+02	+3.181786e+02	 10	+9.913737e-01	+1.486967e+00	+5.825771e+00	+1.820193e+01
ejemplo         	2007-10-30T21:52:02	right	+3.083922e-02	+1.097102e-06	+9.081681e+00	+5.316120e-02	-2.944848e+02	+1.559352e+02	 13	+9.874698e-01	+5.490998e+00	+5.825771e+00	+1.820193e+01
ejemplo         	2007-10-30T22:20:33	 left	-1.364539e-02	+2.113875e-07	-5.129459e+00	+9.147076e-02	-3.759116e+02	+6.516867e+02	  5	+9.966057e-01	+1.585406e-02	+2.509403e+00	+5.200485e+00
ejemplo         	2007-10-30T22:20:33	right	+1.652659e-02	+1.459994e-07	+8.519172e+00	+9.947326e-03	-5.154827e+02	+1.784606e+02	 18	+9.915198e-01	+2.829468e+00	+2.509403e+00	+5.200485e+00
ejemplo         	2007-10-30T22:30:07	 left	-1.338807e-02	+5.909041e-07	-6.032329e+00	+3.842547e-01	-4.505749e+02	+2.813086e+03	  9	+9.774436e-01	+6.204493e-01	+2.501646e+00	+7.361858e+00
ejemplo         	2007-10-30T22:30:07	right	+1.598443e-02	+9.757361e-08	+9.716891e+00	+6.817078e-03	-6.078971e+02	+1.678042e+02	 14	+9.954382e-01	+6.659399e-01	+2.501646e+00	+7.361858e+00
ejemplo         	2007-11-16T20:01:40	 left	-7.806597e-03	+4.358843e-07	-8.306588e-01	+3.053113e-01	-1.064047e+02	+5.090765e+03	 10	+9.458781e-01	+9.205877e-01	+4.007080e+00	+8.044311e+00
ejemplo         	2007-11-16T20:01:40	right	+9.560929e-03	+1.468321e-06	+8.192451e+00	+1.244955e-01	-8.568677e+02	+1.315558e+04	  9	+8.989253e-01	+1.541737e+00	+4.007080e+00	+8.044311e+00
ejemplo         	2007-11-16T20:08:22	 left	-1.416356e-02	+3.940881e-07	-6.740883e+00	+3.105115e-01	-4.759312e+02	+1.992839e+03	  7	+9.902731e-01	+1.379308e-01	+3.758302e+00	+8.006495e+00
ejemplo         	2007-11-16T20:08:22	right	+1.178836e-02	+1.015505e-06	+9.516896e+00	+1.369652e-01	-8.073129e+02	+5.748370e+03	 14	+9.193785e-01	+6.930822e+00	+3.758302e+00	+8.006495e+00
ejemplo         	2007-11-16T20:17:35	 left	-1.466481e-02	+2.162423e-07	-8.684446e+00	+2.066657e-01	-5.921965e+02	+1.313614e+03	 10	+9.920201e-01	+3.567997e-01	+2.583483e+00	+8.740173e+00
ejemplo         	2007-11-16T20:17:35	right	+1.484284e-02	+5.709935e-07	+1.130672e+01	+8.677046e-02	-7.617624e+02	+1.897815e+03	 13	+9.722808e-01	+2.857822e+00	+2.583483e+00	+8.740173e+00
ejemplo         	2011-04-10T20:31:39	 left	-2.894342e-02	+3.362108e-06	+6.632083e+00	+1.022955e-01	+2.291396e+02	+3.328346e+02	 10	+9.688916e-01	+5.547478e+00	+4.960480e+00	+1.657067e+01
ejemplo         	2011-04-10T20:31:39	right	+3.511343e-02	+2.406987e-07	-3.644495e+00	+7.502000e-02	+1.037921e+02	+6.294889e+01	 13	+9.978572e-01	+1.204697e+00	+4.960480e+00	+1.657067e+01
ejemplo         	2015-03-05T20:09:18	 left	-2.687369e-02	+3.297654e-07	+8.083519e+00	+6.801742e-03	+3.007968e+02	+5.073211e+01	 10	+9.963604e-01	+5.441130e-01	+2.761455e+00	+1.223954e+01
ejemplo         	2015-03-05T20:09:18	right	+2.204504e-02	+8.982234e-07	-4.454123e+00	+2.912274e-01	+2.020465e+02	+6.747040e+02	 10	+9.854294e-01	+1.482069e+00	+2.761455e+00	+1.223954e+01
